"location","date","age_group","target","value","population"
"09","2023-04-22","65-130","inc hosp",0,663318
"09","2023-04-15","65-130","rate hosp",0,663318
"09","2023-04-15","65-130","inc hosp",0,663318
"09","2023-04-08","65-130","rate hosp",0.5,663318
"09","2023-04-08","65-130","inc hosp",3.31659,663318
"09","2023-04-01","65-130","rate hosp",0,663318
"09","2023-04-01","65-130","inc hosp",0,663318
"09","2023-03-25","65-130","rate hosp",0.5,663318
"09","2023-03-25","65-130","inc hosp",3.31659,663318
"09","2023-03-18","65-130","rate hosp",1,663318
"09","2023-03-18","65-130","inc hosp",6.63318,663318
"09","2023-03-11","65-130","rate hosp",1,663318
"09","2023-03-11","65-130","inc hosp",6.63318,663318
"09","2023-03-04","65-130","rate hosp",2.1,663318
"09","2023-03-04","65-130","inc hosp",13.929678,663318
"09","2023-02-25","65-130","rate hosp",1,663318
"09","2023-02-25","65-130","inc hosp",6.63318,663318
"09","2023-02-18","65-130","rate hosp",3.1,663318
"09","2023-02-18","65-130","inc hosp",20.562858,663318
"09","2023-02-11","65-130","rate hosp",0,663318
"09","2023-02-11","65-130","inc hosp",0,663318
"09","2023-02-04","65-130","rate hosp",1,663318
"09","2023-02-04","65-130","inc hosp",6.63318,663318
"09","2023-01-28","65-130","rate hosp",2.1,663318
"09","2023-01-28","65-130","inc hosp",13.929678,663318
"09","2023-01-21","65-130","rate hosp",2.6,663318
"09","2023-01-21","65-130","inc hosp",17.246268,663318
"09","2023-01-14","65-130","rate hosp",3.6,663318
"09","2023-01-14","65-130","inc hosp",23.879448,663318
"09","2023-01-07","65-130","rate hosp",3.1,663318
"09","2023-01-07","65-130","inc hosp",20.562858,663318
"09","2022-12-31","65-130","rate hosp",3.6,663318
"09","2022-12-31","65-130","inc hosp",23.879448,663318
"09","2022-12-24","65-130","rate hosp",1.6,663318
"09","2022-12-24","65-130","inc hosp",10.613088,663318
"09","2022-12-17","65-130","rate hosp",4.2,663318
"09","2022-12-17","65-130","inc hosp",27.859356,663318
"09","2022-12-10","65-130","rate hosp",7.3,663318
"09","2022-12-10","65-130","inc hosp",48.422214,663318
"09","2022-12-03","65-130","rate hosp",5.2,663318
"09","2022-12-03","65-130","inc hosp",34.492536,663318
"09","2022-11-26","65-130","rate hosp",5.7,663318
"09","2022-11-26","65-130","inc hosp",37.809126,663318
"09","2022-11-19","65-130","rate hosp",4.2,663318
"09","2022-11-19","65-130","inc hosp",27.859356,663318
"09","2022-11-12","65-130","rate hosp",5.7,663318
"09","2022-11-12","65-130","inc hosp",37.809126,663318
"09","2022-11-05","65-130","rate hosp",3.6,663318
"09","2022-11-05","65-130","inc hosp",23.879448,663318
"09","2022-10-29","65-130","rate hosp",4.2,663318
"09","2022-10-29","65-130","inc hosp",27.859356,663318
"09","2022-10-22","65-130","rate hosp",2.1,663318
"09","2022-10-22","65-130","inc hosp",13.929678,663318
"09","2022-10-15","65-130","rate hosp",3.1,663318
"09","2022-10-15","65-130","inc hosp",20.562858,663318
"09","2022-10-08","65-130","rate hosp",1,663318
"09","2022-10-08","65-130","inc hosp",6.63318,663318
"08","2023-09-30","65-130","rate hosp",0.2,914038
"08","2023-09-30","65-130","inc hosp",1.828076,914038
"08","2023-09-23","65-130","rate hosp",0,914038
"08","2023-09-23","65-130","inc hosp",0,914038
"08","2023-09-16","65-130","rate hosp",0,914038
"08","2023-09-16","65-130","inc hosp",0,914038
"08","2023-09-09","65-130","rate hosp",0,914038
"08","2023-09-09","65-130","inc hosp",0,914038
"08","2023-09-02","65-130","rate hosp",0,914038
"08","2023-09-02","65-130","inc hosp",0,914038
"08","2023-08-26","65-130","rate hosp",0,914038
"08","2023-08-26","65-130","inc hosp",0,914038
"08","2023-08-19","65-130","rate hosp",0,914038
"08","2023-08-19","65-130","inc hosp",0,914038
"08","2023-08-12","65-130","rate hosp",0,914038
"08","2023-08-12","65-130","inc hosp",0,914038
"08","2023-08-05","65-130","rate hosp",0,914038
"08","2023-08-05","65-130","inc hosp",0,914038
"08","2023-07-29","65-130","rate hosp",0,914038
"08","2023-07-29","65-130","inc hosp",0,914038
"08","2023-07-22","65-130","rate hosp",0.5,914038
"08","2023-07-22","65-130","inc hosp",4.57019,914038
"08","2023-07-15","65-130","rate hosp",0,914038
"08","2023-07-15","65-130","inc hosp",0,914038
"08","2023-07-08","65-130","rate hosp",0,914038
"08","2023-07-08","65-130","inc hosp",0,914038
"08","2023-07-01","65-130","rate hosp",0,914038
"08","2023-07-01","65-130","inc hosp",0,914038
"08","2023-06-24","65-130","rate hosp",0,914038
"08","2023-06-24","65-130","inc hosp",0,914038
"08","2023-06-17","65-130","rate hosp",0,914038
"08","2023-06-17","65-130","inc hosp",0,914038
"08","2023-06-10","65-130","rate hosp",0,914038
"08","2023-06-10","65-130","inc hosp",0,914038
"08","2023-06-03","65-130","rate hosp",0,914038
"08","2023-06-03","65-130","inc hosp",0,914038
"08","2023-05-27","65-130","rate hosp",0.2,914038
"08","2023-05-27","65-130","inc hosp",1.828076,914038
"08","2023-05-20","65-130","rate hosp",0.2,914038
"08","2023-05-20","65-130","inc hosp",1.828076,914038
"08","2023-05-13","65-130","rate hosp",0,914038
"08","2023-05-13","65-130","inc hosp",0,914038
"08","2023-05-06","65-130","rate hosp",1,914038
"08","2023-05-06","65-130","inc hosp",9.14038,914038
"08","2023-04-29","65-130","rate hosp",0,914038
"08","2023-04-29","65-130","inc hosp",0,914038
"08","2023-04-22","65-130","rate hosp",0.2,914038
"08","2023-04-22","65-130","inc hosp",1.828076,914038
"08","2023-04-15","65-130","rate hosp",0.2,914038
"08","2023-04-15","65-130","inc hosp",1.828076,914038
"08","2023-04-08","65-130","rate hosp",0,914038
"08","2023-04-08","65-130","inc hosp",0,914038
"08","2023-04-01","65-130","rate hosp",1,914038
"08","2023-04-01","65-130","inc hosp",9.14038,914038
"08","2023-03-25","65-130","rate hosp",0.5,914038
"08","2023-03-25","65-130","inc hosp",4.57019,914038
"08","2023-03-18","65-130","rate hosp",0,914038
"08","2023-03-18","65-130","inc hosp",0,914038
"08","2023-03-11","65-130","rate hosp",1,914038
"08","2023-03-11","65-130","inc hosp",9.14038,914038
"08","2023-03-04","65-130","rate hosp",0.2,914038
"08","2023-03-04","65-130","inc hosp",1.828076,914038
"08","2023-02-25","65-130","rate hosp",1.2,914038
"08","2023-02-25","65-130","inc hosp",10.968456,914038
"08","2023-02-18","65-130","rate hosp",1.2,914038
"08","2023-02-18","65-130","inc hosp",10.968456,914038
"08","2023-02-11","65-130","rate hosp",1.5,914038
"08","2023-02-11","65-130","inc hosp",13.71057,914038
"08","2023-02-04","65-130","rate hosp",1.7,914038
"08","2023-02-04","65-130","inc hosp",15.538646,914038
"08","2023-01-28","65-130","rate hosp",2.5,914038
"08","2023-01-28","65-130","inc hosp",22.85095,914038
"08","2023-01-21","65-130","rate hosp",3.7,914038
"08","2023-01-21","65-130","inc hosp",33.819406,914038
"08","2023-01-14","65-130","rate hosp",4,914038
"08","2023-01-14","65-130","inc hosp",36.56152,914038
"08","2023-01-07","65-130","rate hosp",5.7,914038
"08","2023-01-07","65-130","inc hosp",52.100166,914038
"08","2022-12-31","65-130","rate hosp",5.2,914038
"08","2022-12-31","65-130","inc hosp",47.529976,914038
"08","2022-12-24","65-130","rate hosp",4.7,914038
"08","2022-12-24","65-130","inc hosp",42.959786,914038
"08","2022-12-17","65-130","rate hosp",6,914038
"08","2022-12-17","65-130","inc hosp",54.84228,914038
"08","2022-12-10","65-130","rate hosp",5.2,914038
"08","2022-12-10","65-130","inc hosp",47.529976,914038
"08","2022-12-03","65-130","rate hosp",9.7,914038
"08","2022-12-03","65-130","inc hosp",88.661686,914038
"08","2022-11-26","65-130","rate hosp",6.2,914038
"08","2022-11-26","65-130","inc hosp",56.670356,914038
"08","2022-11-19","65-130","rate hosp",6.7,914038
"08","2022-11-19","65-130","inc hosp",61.240546,914038
"08","2022-11-12","65-130","rate hosp",3,914038
"08","2022-11-12","65-130","inc hosp",27.42114,914038
"08","2022-11-05","65-130","rate hosp",1.5,914038
"08","2022-11-05","65-130","inc hosp",13.71057,914038
"08","2022-10-29","65-130","rate hosp",1.2,914038
"08","2022-10-29","65-130","inc hosp",10.968456,914038
"08","2022-10-22","65-130","rate hosp",1,914038
"08","2022-10-22","65-130","inc hosp",9.14038,914038
"08","2022-10-15","65-130","rate hosp",0.2,914038
"08","2022-10-15","65-130","inc hosp",1.828076,914038
"08","2022-10-08","65-130","rate hosp",0,914038
"08","2022-10-08","65-130","inc hosp",0,914038
"06","2023-09-30","65-130","rate hosp",0.2,6155747
"06","2023-09-30","65-130","inc hosp",12.311494,6155747
"06","2023-09-23","65-130","rate hosp",0.3,6155747
"06","2023-09-23","65-130","inc hosp",18.467241,6155747
"06","2023-09-16","65-130","rate hosp",0.3,6155747
"06","2023-09-16","65-130","inc hosp",18.467241,6155747
"06","2023-09-09","65-130","rate hosp",0.3,6155747
"06","2023-09-09","65-130","inc hosp",18.467241,6155747
"06","2023-09-02","65-130","rate hosp",0,6155747
"06","2023-09-02","65-130","inc hosp",0,6155747
"06","2023-08-26","65-130","rate hosp",0,6155747
"06","2023-08-26","65-130","inc hosp",0,6155747
"06","2023-08-19","65-130","rate hosp",0,6155747
"06","2023-08-19","65-130","inc hosp",0,6155747
"06","2023-08-12","65-130","rate hosp",0.2,6155747
"06","2023-08-12","65-130","inc hosp",12.311494,6155747
"06","2023-08-05","65-130","rate hosp",0.2,6155747
"06","2023-08-05","65-130","inc hosp",12.311494,6155747
"06","2023-07-29","65-130","rate hosp",0,6155747
"06","2023-07-29","65-130","inc hosp",0,6155747
"06","2023-07-22","65-130","rate hosp",0,6155747
"06","2023-07-22","65-130","inc hosp",0,6155747
"06","2023-07-15","65-130","rate hosp",0,6155747
"06","2023-07-15","65-130","inc hosp",0,6155747
"06","2023-07-08","65-130","rate hosp",0.2,6155747
"06","2023-07-08","65-130","inc hosp",12.311494,6155747
"06","2023-07-01","65-130","rate hosp",0,6155747
"06","2023-07-01","65-130","inc hosp",0,6155747
"06","2023-06-24","65-130","rate hosp",0,6155747
"06","2023-06-24","65-130","inc hosp",0,6155747
"06","2023-06-17","65-130","rate hosp",0,6155747
"06","2023-06-17","65-130","inc hosp",0,6155747
"06","2023-06-10","65-130","rate hosp",0.3,6155747
"06","2023-06-10","65-130","inc hosp",18.467241,6155747
"06","2023-06-03","65-130","rate hosp",0,6155747
"06","2023-06-03","65-130","inc hosp",0,6155747
"06","2023-05-27","65-130","rate hosp",0.3,6155747
"06","2023-05-27","65-130","inc hosp",18.467241,6155747
"06","2023-05-20","65-130","rate hosp",0,6155747
"06","2023-05-20","65-130","inc hosp",0,6155747
"06","2023-05-13","65-130","rate hosp",0,6155747
"06","2023-05-13","65-130","inc hosp",0,6155747
"06","2023-05-06","65-130","rate hosp",0.2,6155747
"06","2023-05-06","65-130","inc hosp",12.311494,6155747
"06","2023-04-29","65-130","rate hosp",0,6155747
"06","2023-04-29","65-130","inc hosp",0,6155747
"06","2023-04-22","65-130","rate hosp",0,6155747
"06","2023-04-22","65-130","inc hosp",0,6155747
"06","2023-04-15","65-130","rate hosp",0,6155747
"06","2023-04-15","65-130","inc hosp",0,6155747
"06","2023-04-08","65-130","rate hosp",0.3,6155747
"06","2023-04-08","65-130","inc hosp",18.467241,6155747
"06","2023-04-01","65-130","rate hosp",0.5,6155747
"06","2023-04-01","65-130","inc hosp",30.778735,6155747
"06","2023-03-25","65-130","rate hosp",0.7,6155747
"06","2023-03-25","65-130","inc hosp",43.090229,6155747
"06","2023-03-18","65-130","rate hosp",1.7,6155747
"06","2023-03-18","65-130","inc hosp",104.647699,6155747
"06","2023-03-11","65-130","rate hosp",1.3,6155747
"06","2023-03-11","65-130","inc hosp",80.024711,6155747
"06","2023-03-04","65-130","rate hosp",0.7,6155747
"06","2023-03-04","65-130","inc hosp",43.090229,6155747
"06","2023-02-25","65-130","rate hosp",1.2,6155747
"06","2023-02-25","65-130","inc hosp",73.868964,6155747
"06","2023-02-18","65-130","rate hosp",2.6,6155747
"06","2023-02-18","65-130","inc hosp",160.049422,6155747
"06","2023-02-11","65-130","rate hosp",1.8,6155747
"06","2023-02-11","65-130","inc hosp",110.803446,6155747
"06","2023-02-04","65-130","rate hosp",2,6155747
"06","2023-02-04","65-130","inc hosp",123.11494,6155747
"06","2023-01-28","65-130","rate hosp",3.1,6155747
"06","2023-01-28","65-130","inc hosp",190.828157,6155747
"06","2023-01-21","65-130","rate hosp",1.7,6155747
"06","2023-01-21","65-130","inc hosp",104.647699,6155747
"06","2023-01-14","65-130","rate hosp",4.3,6155747
"06","2023-01-14","65-130","inc hosp",264.697121,6155747
"06","2023-01-07","65-130","rate hosp",4,6155747
"06","2023-01-07","65-130","inc hosp",246.22988,6155747
"06","2022-12-31","65-130","rate hosp",3.8,6155747
"06","2022-12-31","65-130","inc hosp",233.918386,6155747
"06","2022-12-24","65-130","rate hosp",5.3,6155747
"06","2022-12-24","65-130","inc hosp",326.254591,6155747
"06","2022-12-17","65-130","rate hosp",3.8,6155747
"06","2022-12-17","65-130","inc hosp",233.918386,6155747
"06","2022-12-10","65-130","rate hosp",7.9,6155747
"06","2022-12-10","65-130","inc hosp",486.304013,6155747
"06","2022-12-03","65-130","rate hosp",6.5,6155747
"06","2022-12-03","65-130","inc hosp",400.123555,6155747
"06","2022-11-26","65-130","rate hosp",4.3,6155747
"06","2022-11-26","65-130","inc hosp",264.697121,6155747
"06","2022-11-19","65-130","rate hosp",3.6,6155747
"06","2022-11-19","65-130","inc hosp",221.606892,6155747
"06","2022-11-12","65-130","rate hosp",5,6155747
"06","2022-11-12","65-130","inc hosp",307.78735,6155747
"06","2022-11-05","65-130","rate hosp",1,6155747
"06","2022-11-05","65-130","inc hosp",61.55747,6155747
"06","2022-10-29","65-130","rate hosp",1.8,6155747
"06","2022-10-29","65-130","inc hosp",110.803446,6155747
"06","2022-10-22","65-130","rate hosp",1.8,6155747
"06","2022-10-22","65-130","inc hosp",110.803446,6155747
"06","2022-10-15","65-130","rate hosp",0.8,6155747
"06","2022-10-15","65-130","inc hosp",49.245976,6155747
"06","2022-10-08","65-130","rate hosp",0.3,6155747
"06","2022-10-08","65-130","inc hosp",18.467241,6155747
"US","2023-09-30","65-130","rate hosp",0.5,57794852
"US","2023-09-30","65-130","inc hosp",288.97426,57794852
"US","2023-09-23","65-130","rate hosp",0.6,57794852
"US","2023-09-23","65-130","inc hosp",346.769112,57794852
"US","2023-09-16","65-130","rate hosp",0.4,57794852
"US","2023-09-16","65-130","inc hosp",231.179408,57794852
"US","2023-09-09","65-130","rate hosp",0.4,57794852
"US","2023-09-09","65-130","inc hosp",231.179408,57794852
"US","2023-09-02","65-130","rate hosp",0.3,57794852
"US","2023-09-02","65-130","inc hosp",173.384556,57794852
"US","2023-08-26","65-130","rate hosp",0.2,57794852
"US","2023-08-26","65-130","inc hosp",115.589704,57794852
"US","2023-08-19","65-130","rate hosp",0.2,57794852
"US","2023-08-19","65-130","inc hosp",115.589704,57794852
"US","2023-08-12","65-130","rate hosp",0.2,57794852
"US","2023-08-12","65-130","inc hosp",115.589704,57794852
"US","2023-08-05","65-130","rate hosp",0.1,57794852
"US","2023-08-05","65-130","inc hosp",57.794852,57794852
"US","2023-07-29","65-130","rate hosp",0.1,57794852
"US","2023-07-29","65-130","inc hosp",57.794852,57794852
"US","2023-07-22","65-130","rate hosp",0.1,57794852
"US","2023-07-22","65-130","inc hosp",57.794852,57794852
"US","2023-07-15","65-130","rate hosp",0.1,57794852
"US","2023-07-15","65-130","inc hosp",57.794852,57794852
"US","2023-07-08","65-130","rate hosp",0.1,57794852
"US","2023-07-08","65-130","inc hosp",57.794852,57794852
"US","2023-07-01","65-130","rate hosp",0.1,57794852
"US","2023-07-01","65-130","inc hosp",57.794852,57794852
"US","2023-06-24","65-130","rate hosp",0,57794852
"US","2023-06-24","65-130","inc hosp",0,57794852
"US","2023-06-17","65-130","rate hosp",0,57794852
"US","2023-06-17","65-130","inc hosp",0,57794852
"US","2023-06-10","65-130","rate hosp",0.1,57794852
"US","2023-06-10","65-130","inc hosp",57.794852,57794852
"US","2023-06-03","65-130","rate hosp",0,57794852
"US","2023-06-03","65-130","inc hosp",0,57794852
"US","2023-05-27","65-130","rate hosp",0.1,57794852
"US","2023-05-27","65-130","inc hosp",57.794852,57794852
"US","2023-05-20","65-130","rate hosp",0.1,57794852
"US","2023-05-20","65-130","inc hosp",57.794852,57794852
"US","2023-05-13","65-130","rate hosp",0.1,57794852
"US","2023-05-13","65-130","inc hosp",57.794852,57794852
"US","2023-05-06","65-130","rate hosp",0.2,57794852
"US","2023-05-06","65-130","inc hosp",115.589704,57794852
"US","2023-04-29","65-130","rate hosp",0.1,57794852
"US","2023-04-29","65-130","inc hosp",57.794852,57794852
"US","2023-04-22","65-130","rate hosp",0.3,57794852
"US","2023-04-22","65-130","inc hosp",173.384556,57794852
"US","2023-04-15","65-130","rate hosp",0.2,57794852
"US","2023-04-15","65-130","inc hosp",115.589704,57794852
"US","2023-04-08","65-130","rate hosp",0.3,57794852
"US","2023-04-08","65-130","inc hosp",173.384556,57794852
"US","2023-04-01","65-130","rate hosp",0.5,57794852
"US","2023-04-01","65-130","inc hosp",288.97426,57794852
"US","2023-03-25","65-130","rate hosp",0.4,57794852
"US","2023-03-25","65-130","inc hosp",231.179408,57794852
"US","2023-03-18","65-130","rate hosp",0.7,57794852
"US","2023-03-18","65-130","inc hosp",404.563964,57794852
"US","2023-03-11","65-130","rate hosp",0.8,57794852
"US","2023-03-11","65-130","inc hosp",462.358816,57794852
"US","2023-03-04","65-130","rate hosp",0.8,57794852
"US","2023-03-04","65-130","inc hosp",462.358816,57794852
"US","2023-02-25","65-130","rate hosp",0.8,57794852
"US","2023-02-25","65-130","inc hosp",462.358816,57794852
"US","2023-02-18","65-130","rate hosp",1.3,57794852
"US","2023-02-18","65-130","inc hosp",751.333076,57794852
"US","2023-02-11","65-130","rate hosp",1.2,57794852
"US","2023-02-11","65-130","inc hosp",693.538224,57794852
"US","2023-02-04","65-130","rate hosp",1.3,57794852
"US","2023-02-04","65-130","inc hosp",751.333076,57794852
"US","2023-01-28","65-130","rate hosp",1.8,57794852
"US","2023-01-28","65-130","inc hosp",1040.307336,57794852
"US","2023-01-21","65-130","rate hosp",1.9,57794852
"US","2023-01-21","65-130","inc hosp",1098.102188,57794852
"US","2023-01-14","65-130","rate hosp",3,57794852
"US","2023-01-14","65-130","inc hosp",1733.84556,57794852
"US","2023-01-07","65-130","rate hosp",3.7,57794852
"US","2023-01-07","65-130","inc hosp",2138.409524,57794852
"US","2022-12-31","65-130","rate hosp",3.2,57794852
"US","2022-12-31","65-130","inc hosp",1849.435264,57794852
"US","2022-12-24","65-130","rate hosp",3.4,57794852
"US","2022-12-24","65-130","inc hosp",1965.024968,57794852
"US","2022-12-17","65-130","rate hosp",4.6,57794852
"US","2022-12-17","65-130","inc hosp",2658.563192,57794852
"US","2022-12-10","65-130","rate hosp",5.4,57794852
"US","2022-12-10","65-130","inc hosp",3120.922008,57794852
"US","2022-12-03","65-130","rate hosp",6.1,57794852
"US","2022-12-03","65-130","inc hosp",3525.485972,57794852
"US","2022-11-26","65-130","rate hosp",4.5,57794852
"US","2022-11-26","65-130","inc hosp",2600.76834,57794852
"US","2022-11-19","65-130","rate hosp",3.9,57794852
"US","2022-11-19","65-130","inc hosp",2253.999228,57794852
"US","2022-11-12","65-130","rate hosp",3.5,57794852
"US","2022-11-12","65-130","inc hosp",2022.81982,57794852
"US","2022-11-05","65-130","rate hosp",2.9,57794852
"US","2022-11-05","65-130","inc hosp",1676.050708,57794852
"US","2022-10-29","65-130","rate hosp",2.3,57794852
"US","2022-10-29","65-130","inc hosp",1329.281596,57794852
"US","2022-10-22","65-130","rate hosp",1.6,57794852
"US","2022-10-22","65-130","inc hosp",924.717632,57794852
"US","2022-10-15","65-130","rate hosp",1.4,57794852
"US","2022-10-15","65-130","inc hosp",809.127928,57794852
"US","2022-10-08","65-130","rate hosp",1,57794852
"US","2022-10-08","65-130","inc hosp",577.94852,57794852
"49","2023-09-30","75-130","rate hosp",0,159324
"49","2023-09-30","75-130","inc hosp",0,159324
"49","2023-09-23","75-130","rate hosp",0,159324
"49","2023-09-23","75-130","inc hosp",0,159324
"49","2023-09-16","75-130","rate hosp",0,159324
"49","2023-09-16","75-130","inc hosp",0,159324
"49","2023-09-09","75-130","rate hosp",0,159324
"49","2023-09-09","75-130","inc hosp",0,159324
"49","2023-09-02","75-130","rate hosp",0,159324
"49","2023-09-02","75-130","inc hosp",0,159324
"49","2023-08-26","75-130","rate hosp",0,159324
"49","2023-08-26","75-130","inc hosp",0,159324
"49","2023-08-19","75-130","rate hosp",0,159324
"49","2023-08-19","75-130","inc hosp",0,159324
"49","2023-08-12","75-130","rate hosp",0,159324
"49","2023-08-12","75-130","inc hosp",0,159324
"49","2023-08-05","75-130","rate hosp",0,159324
"49","2023-08-05","75-130","inc hosp",0,159324
"49","2023-07-29","75-130","rate hosp",0,159324
"49","2023-07-29","75-130","inc hosp",0,159324
"49","2023-07-22","75-130","rate hosp",0,159324
"49","2023-07-22","75-130","inc hosp",0,159324
"49","2023-07-15","75-130","rate hosp",0,159324
"49","2023-07-15","75-130","inc hosp",0,159324
"49","2023-07-08","75-130","rate hosp",0,159324
"49","2023-07-08","75-130","inc hosp",0,159324
"49","2023-07-01","75-130","rate hosp",0,159324
"49","2023-07-01","75-130","inc hosp",0,159324
"49","2023-06-24","75-130","rate hosp",0,159324
"49","2023-06-24","75-130","inc hosp",0,159324
"49","2023-06-17","75-130","rate hosp",0,159324
"49","2023-06-17","75-130","inc hosp",0,159324
"49","2023-06-10","75-130","rate hosp",0,159324
"49","2023-06-10","75-130","inc hosp",0,159324
"49","2023-06-03","75-130","rate hosp",1.8,159324
"49","2023-06-03","75-130","inc hosp",2.867832,159324
"49","2023-05-27","75-130","rate hosp",0,159324
"49","2023-05-27","75-130","inc hosp",0,159324
"49","2023-05-20","75-130","rate hosp",0,159324
"49","2023-05-20","75-130","inc hosp",0,159324
"49","2023-05-13","75-130","rate hosp",0,159324
"49","2023-05-13","75-130","inc hosp",0,159324
"49","2023-05-06","75-130","rate hosp",0,159324
"49","2023-05-06","75-130","inc hosp",0,159324
"49","2023-04-29","75-130","rate hosp",0,159324
"49","2023-04-29","75-130","inc hosp",0,159324
"49","2023-04-22","75-130","rate hosp",0,159324
"49","2023-04-22","75-130","inc hosp",0,159324
"49","2023-04-15","75-130","rate hosp",0,159324
"49","2023-04-15","75-130","inc hosp",0,159324
"49","2023-04-08","75-130","rate hosp",0,159324
"49","2023-04-08","75-130","inc hosp",0,159324
"49","2023-04-01","75-130","rate hosp",1.8,159324
"49","2023-04-01","75-130","inc hosp",2.867832,159324
"49","2023-03-25","75-130","rate hosp",0,159324
"49","2023-03-25","75-130","inc hosp",0,159324
"49","2023-03-18","75-130","rate hosp",1.8,159324
"49","2023-03-18","75-130","inc hosp",2.867832,159324
"49","2023-03-11","75-130","rate hosp",1.8,159324
"49","2023-03-11","75-130","inc hosp",2.867832,159324
"49","2023-03-04","75-130","rate hosp",0,159324
"49","2023-03-04","75-130","inc hosp",0,159324
"49","2023-02-25","75-130","rate hosp",1.8,159324
"49","2023-02-25","75-130","inc hosp",2.867832,159324
"49","2023-02-18","75-130","rate hosp",0,159324
"49","2023-02-18","75-130","inc hosp",0,159324
"49","2023-02-11","75-130","rate hosp",1.8,159324
"49","2023-02-11","75-130","inc hosp",2.867832,159324
"49","2023-02-04","75-130","rate hosp",1.8,159324
"49","2023-02-04","75-130","inc hosp",2.867832,159324
"49","2023-01-28","75-130","rate hosp",1.8,159324
"49","2023-01-28","75-130","inc hosp",2.867832,159324
"49","2023-01-21","75-130","rate hosp",1.8,159324
"49","2023-01-21","75-130","inc hosp",2.867832,159324
"49","2023-01-14","75-130","rate hosp",1.8,159324
"49","2023-01-14","75-130","inc hosp",2.867832,159324
"49","2023-01-07","75-130","rate hosp",3.7,159324
"49","2023-01-07","75-130","inc hosp",5.894988,159324
"49","2022-12-31","75-130","rate hosp",7.3,159324
"49","2022-12-31","75-130","inc hosp",11.630652,159324
"49","2022-12-24","75-130","rate hosp",9.1,159324
"49","2022-12-24","75-130","inc hosp",14.498484,159324
"49","2022-12-17","75-130","rate hosp",9.1,159324
"49","2022-12-17","75-130","inc hosp",14.498484,159324
"49","2022-12-10","75-130","rate hosp",14.6,159324
"49","2022-12-10","75-130","inc hosp",23.261304,159324
"49","2022-12-03","75-130","rate hosp",12.8,159324
"49","2022-12-03","75-130","inc hosp",20.393472,159324
"49","2022-11-26","75-130","rate hosp",9.1,159324
"49","2022-11-26","75-130","inc hosp",14.498484,159324
"49","2022-11-19","75-130","rate hosp",3.7,159324
"49","2022-11-19","75-130","inc hosp",5.894988,159324
"49","2022-11-12","75-130","rate hosp",1.8,159324
"49","2022-11-12","75-130","inc hosp",2.867832,159324
"49","2022-11-05","75-130","rate hosp",0,159324
"49","2022-11-05","75-130","inc hosp",0,159324
"49","2022-10-29","75-130","rate hosp",1.8,159324
"49","2022-10-29","75-130","inc hosp",2.867832,159324
"49","2022-10-22","75-130","rate hosp",1.8,159324
"49","2022-10-22","75-130","inc hosp",2.867832,159324
"49","2022-10-15","75-130","rate hosp",0,159324
"49","2022-10-15","75-130","inc hosp",0,159324
"49","2022-10-08","75-130","rate hosp",0,159324
"49","2022-10-08","75-130","inc hosp",0,159324
"47","2023-09-30","75-130","rate hosp",2,491465
"47","2023-09-30","75-130","inc hosp",9.8293,491465
"47","2023-09-23","75-130","rate hosp",1,491465
"47","2023-09-23","75-130","inc hosp",4.91465,491465
"47","2023-09-16","75-130","rate hosp",0,491465
"47","2023-09-16","75-130","inc hosp",0,491465
"47","2023-09-09","75-130","rate hosp",1,491465
"47","2023-09-09","75-130","inc hosp",4.91465,491465
"47","2023-09-02","75-130","rate hosp",0,491465
"47","2023-09-02","75-130","inc hosp",0,491465
"47","2023-08-26","75-130","rate hosp",0,491465
"47","2023-08-26","75-130","inc hosp",0,491465
"47","2023-08-19","75-130","rate hosp",0,491465
"47","2023-08-19","75-130","inc hosp",0,491465
"47","2023-08-12","75-130","rate hosp",1,491465
"47","2023-08-12","75-130","inc hosp",4.91465,491465
"47","2023-08-05","75-130","rate hosp",0,491465
"47","2023-08-05","75-130","inc hosp",0,491465
"47","2023-07-29","75-130","rate hosp",0,491465
"47","2023-07-29","75-130","inc hosp",0,491465
"47","2023-07-22","75-130","rate hosp",0,491465
"47","2023-07-22","75-130","inc hosp",0,491465
"47","2023-07-15","75-130","rate hosp",0,491465
"47","2023-07-15","75-130","inc hosp",0,491465
"47","2023-07-08","75-130","rate hosp",0,491465
"47","2023-07-08","75-130","inc hosp",0,491465
"47","2023-07-01","75-130","rate hosp",0,491465
"47","2023-07-01","75-130","inc hosp",0,491465
"47","2023-06-24","75-130","rate hosp",0,491465
"47","2023-06-24","75-130","inc hosp",0,491465
"47","2023-06-17","75-130","rate hosp",0,491465
"47","2023-06-17","75-130","inc hosp",0,491465
"47","2023-06-10","75-130","rate hosp",0,491465
"47","2023-06-10","75-130","inc hosp",0,491465
"47","2023-06-03","75-130","rate hosp",0,491465
"47","2023-06-03","75-130","inc hosp",0,491465
"47","2023-05-27","75-130","rate hosp",0,491465
"47","2023-05-27","75-130","inc hosp",0,491465
"47","2023-05-20","75-130","rate hosp",0,491465
"47","2023-05-20","75-130","inc hosp",0,491465
"47","2023-05-13","75-130","rate hosp",1,491465
"47","2023-05-13","75-130","inc hosp",4.91465,491465
"47","2023-05-06","75-130","rate hosp",0,491465
"47","2023-05-06","75-130","inc hosp",0,491465
"47","2023-04-29","75-130","rate hosp",0,491465
