"location","date","age_group","target","value","population"
"08","2023-08-19","0.5-0.99","inc hosp",0,31433.5
"08","2023-08-12","0.5-0.99","rate hosp",0,31433.5
"08","2023-08-12","0.5-0.99","inc hosp",0,31433.5
"08","2023-08-05","0.5-0.99","rate hosp",0,31433.5
"08","2023-08-05","0.5-0.99","inc hosp",0,31433.5
"08","2023-07-29","0.5-0.99","rate hosp",6.2,31433.5
"08","2023-07-29","0.5-0.99","inc hosp",1.948877,31433.5
"08","2023-07-22","0.5-0.99","rate hosp",0,31433.5
"08","2023-07-22","0.5-0.99","inc hosp",0,31433.5
"08","2023-07-15","0.5-0.99","rate hosp",0,31433.5
"08","2023-07-15","0.5-0.99","inc hosp",0,31433.5
"08","2023-07-08","0.5-0.99","rate hosp",0,31433.5
"08","2023-07-08","0.5-0.99","inc hosp",0,31433.5
"08","2023-07-01","0.5-0.99","rate hosp",0,31433.5
"08","2023-07-01","0.5-0.99","inc hosp",0,31433.5
"08","2023-06-24","0.5-0.99","rate hosp",0,31433.5
"08","2023-06-24","0.5-0.99","inc hosp",0,31433.5
"08","2023-06-17","0.5-0.99","rate hosp",0,31433.5
"08","2023-06-17","0.5-0.99","inc hosp",0,31433.5
"08","2023-06-10","0.5-0.99","rate hosp",0,31433.5
"08","2023-06-10","0.5-0.99","inc hosp",0,31433.5
"08","2023-06-03","0.5-0.99","rate hosp",0,31433.5
"08","2023-06-03","0.5-0.99","inc hosp",0,31433.5
"08","2023-05-27","0.5-0.99","rate hosp",6.2,31433.5
"08","2023-05-27","0.5-0.99","inc hosp",1.948877,31433.5
"08","2023-05-20","0.5-0.99","rate hosp",0,31433.5
"08","2023-05-20","0.5-0.99","inc hosp",0,31433.5
"08","2023-05-13","0.5-0.99","rate hosp",0,31433.5
"08","2023-05-13","0.5-0.99","inc hosp",0,31433.5
"08","2023-05-06","0.5-0.99","rate hosp",0,31433.5
"08","2023-05-06","0.5-0.99","inc hosp",0,31433.5
"08","2023-04-29","0.5-0.99","rate hosp",6.2,31433.5
"08","2023-04-29","0.5-0.99","inc hosp",1.948877,31433.5
"08","2023-04-22","0.5-0.99","rate hosp",6.2,31433.5
"08","2023-04-22","0.5-0.99","inc hosp",1.948877,31433.5
"08","2023-04-15","0.5-0.99","rate hosp",0,31433.5
"08","2023-04-15","0.5-0.99","inc hosp",0,31433.5
"08","2023-04-08","0.5-0.99","rate hosp",0,31433.5
"08","2023-04-08","0.5-0.99","inc hosp",0,31433.5
"08","2023-04-01","0.5-0.99","rate hosp",6.2,31433.5
"08","2023-04-01","0.5-0.99","inc hosp",1.948877,31433.5
"08","2023-03-25","0.5-0.99","rate hosp",12.4,31433.5
"08","2023-03-25","0.5-0.99","inc hosp",3.897754,31433.5
"08","2023-03-18","0.5-0.99","rate hosp",0,31433.5
"08","2023-03-18","0.5-0.99","inc hosp",0,31433.5
"08","2023-03-11","0.5-0.99","rate hosp",12.4,31433.5
"08","2023-03-11","0.5-0.99","inc hosp",3.897754,31433.5
"08","2023-03-04","0.5-0.99","rate hosp",6.2,31433.5
"08","2023-03-04","0.5-0.99","inc hosp",1.948877,31433.5
"08","2023-02-25","0.5-0.99","rate hosp",18.5,31433.5
"08","2023-02-25","0.5-0.99","inc hosp",5.8151975,31433.5
"08","2023-02-18","0.5-0.99","rate hosp",18.5,31433.5
"08","2023-02-18","0.5-0.99","inc hosp",5.8151975,31433.5
"08","2023-02-11","0.5-0.99","rate hosp",6.2,31433.5
"08","2023-02-11","0.5-0.99","inc hosp",1.948877,31433.5
"08","2023-02-04","0.5-0.99","rate hosp",12.4,31433.5
"08","2023-02-04","0.5-0.99","inc hosp",3.897754,31433.5
"08","2023-01-28","0.5-0.99","rate hosp",37.1,31433.5
"08","2023-01-28","0.5-0.99","inc hosp",11.6618285,31433.5
"08","2023-01-21","0.5-0.99","rate hosp",30.9,31433.5
"08","2023-01-21","0.5-0.99","inc hosp",9.7129515,31433.5
"08","2023-01-14","0.5-0.99","rate hosp",24.7,31433.5
"08","2023-01-14","0.5-0.99","inc hosp",7.7640745,31433.5
"08","2023-01-07","0.5-0.99","rate hosp",61.8,31433.5
"08","2023-01-07","0.5-0.99","inc hosp",19.425903,31433.5
"08","2022-12-31","0.5-0.99","rate hosp",6.2,31433.5
"08","2022-12-31","0.5-0.99","inc hosp",1.948877,31433.5
"08","2022-12-24","0.5-0.99","rate hosp",37.1,31433.5
"08","2022-12-24","0.5-0.99","inc hosp",11.6618285,31433.5
"08","2022-12-17","0.5-0.99","rate hosp",98.9,31433.5
"08","2022-12-17","0.5-0.99","inc hosp",31.0877315,31433.5
"08","2022-12-10","0.5-0.99","rate hosp",154.5,31433.5
"08","2022-12-10","0.5-0.99","inc hosp",48.5647575,31433.5
"08","2022-12-03","0.5-0.99","rate hosp",86.5,31433.5
"08","2022-12-03","0.5-0.99","inc hosp",27.1899775,31433.5
"08","2022-11-26","0.5-0.99","rate hosp",148.4,31433.5
"08","2022-11-26","0.5-0.99","inc hosp",46.647314,31433.5
"08","2022-11-19","0.5-0.99","rate hosp",160.7,31433.5
"08","2022-11-19","0.5-0.99","inc hosp",50.5136345,31433.5
"08","2022-11-12","0.5-0.99","rate hosp",154.5,31433.5
"08","2022-11-12","0.5-0.99","inc hosp",48.5647575,31433.5
"08","2022-11-05","0.5-0.99","rate hosp",136,31433.5
"08","2022-11-05","0.5-0.99","inc hosp",42.74956,31433.5
"08","2022-10-29","0.5-0.99","rate hosp",117.5,31433.5
"08","2022-10-29","0.5-0.99","inc hosp",36.9343625,31433.5
"08","2022-10-22","0.5-0.99","rate hosp",123.6,31433.5
"08","2022-10-22","0.5-0.99","inc hosp",38.851806,31433.5
"08","2022-10-15","0.5-0.99","rate hosp",86.5,31433.5
"08","2022-10-15","0.5-0.99","inc hosp",27.1899775,31433.5
"08","2022-10-08","0.5-0.99","rate hosp",37.1,31433.5
"08","2022-10-08","0.5-0.99","inc hosp",11.6618285,31433.5
"06","2023-09-30","0.5-0.99","rate hosp",5.4,212574.5
"06","2023-09-30","0.5-0.99","inc hosp",11.479023,212574.5
"06","2023-09-23","0.5-0.99","rate hosp",0,212574.5
"06","2023-09-23","0.5-0.99","inc hosp",0,212574.5
"06","2023-09-16","0.5-0.99","rate hosp",5.4,212574.5
"06","2023-09-16","0.5-0.99","inc hosp",11.479023,212574.5
"06","2023-09-09","0.5-0.99","rate hosp",5.4,212574.5
"06","2023-09-09","0.5-0.99","inc hosp",11.479023,212574.5
"06","2023-09-02","0.5-0.99","rate hosp",5.4,212574.5
"06","2023-09-02","0.5-0.99","inc hosp",11.479023,212574.5
"06","2023-08-26","0.5-0.99","rate hosp",5.4,212574.5
"06","2023-08-26","0.5-0.99","inc hosp",11.479023,212574.5
"06","2023-08-19","0.5-0.99","rate hosp",0,212574.5
"06","2023-08-19","0.5-0.99","inc hosp",0,212574.5
"06","2023-08-12","0.5-0.99","rate hosp",0,212574.5
"06","2023-08-12","0.5-0.99","inc hosp",0,212574.5
"06","2023-08-05","0.5-0.99","rate hosp",0,212574.5
"06","2023-08-05","0.5-0.99","inc hosp",0,212574.5
"06","2023-07-29","0.5-0.99","rate hosp",0,212574.5
"06","2023-07-29","0.5-0.99","inc hosp",0,212574.5
"06","2023-07-22","0.5-0.99","rate hosp",0,212574.5
"06","2023-07-22","0.5-0.99","inc hosp",0,212574.5
"06","2023-07-15","0.5-0.99","rate hosp",0,212574.5
"06","2023-07-15","0.5-0.99","inc hosp",0,212574.5
"06","2023-07-08","0.5-0.99","rate hosp",0,212574.5
"06","2023-07-08","0.5-0.99","inc hosp",0,212574.5
"06","2023-07-01","0.5-0.99","rate hosp",5.4,212574.5
"06","2023-07-01","0.5-0.99","inc hosp",11.479023,212574.5
"06","2023-06-24","0.5-0.99","rate hosp",0,212574.5
"06","2023-06-24","0.5-0.99","inc hosp",0,212574.5
"06","2023-06-17","0.5-0.99","rate hosp",5.4,212574.5
"06","2023-06-17","0.5-0.99","inc hosp",11.479023,212574.5
"06","2023-06-10","0.5-0.99","rate hosp",0,212574.5
"06","2023-06-10","0.5-0.99","inc hosp",0,212574.5
"06","2023-06-03","0.5-0.99","rate hosp",0,212574.5
"06","2023-06-03","0.5-0.99","inc hosp",0,212574.5
"06","2023-05-27","0.5-0.99","rate hosp",0,212574.5
"06","2023-05-27","0.5-0.99","inc hosp",0,212574.5
"06","2023-05-20","0.5-0.99","rate hosp",0,212574.5
"06","2023-05-20","0.5-0.99","inc hosp",0,212574.5
"06","2023-05-13","0.5-0.99","rate hosp",0,212574.5
"06","2023-05-13","0.5-0.99","inc hosp",0,212574.5
"06","2023-05-06","0.5-0.99","rate hosp",0,212574.5
"06","2023-05-06","0.5-0.99","inc hosp",0,212574.5
"06","2023-04-29","0.5-0.99","rate hosp",0,212574.5
"06","2023-04-29","0.5-0.99","inc hosp",0,212574.5
"06","2023-04-22","0.5-0.99","rate hosp",0,212574.5
"06","2023-04-22","0.5-0.99","inc hosp",0,212574.5
"06","2023-04-15","0.5-0.99","rate hosp",0,212574.5
"06","2023-04-15","0.5-0.99","inc hosp",0,212574.5
"06","2023-04-08","0.5-0.99","rate hosp",0,212574.5
"06","2023-04-08","0.5-0.99","inc hosp",0,212574.5
"06","2023-04-01","0.5-0.99","rate hosp",0,212574.5
"06","2023-04-01","0.5-0.99","inc hosp",0,212574.5
"06","2023-03-25","0.5-0.99","rate hosp",5.4,212574.5
"06","2023-03-25","0.5-0.99","inc hosp",11.479023,212574.5
"06","2023-03-18","0.5-0.99","rate hosp",10.7,212574.5
"06","2023-03-18","0.5-0.99","inc hosp",22.7454715,212574.5
"06","2023-03-11","0.5-0.99","rate hosp",0,212574.5
"06","2023-03-11","0.5-0.99","inc hosp",0,212574.5
"06","2023-03-04","0.5-0.99","rate hosp",0,212574.5
"06","2023-03-04","0.5-0.99","inc hosp",0,212574.5
"06","2023-02-25","0.5-0.99","rate hosp",0,212574.5
"06","2023-02-25","0.5-0.99","inc hosp",0,212574.5
"06","2023-02-18","0.5-0.99","rate hosp",10.7,212574.5
"06","2023-02-18","0.5-0.99","inc hosp",22.7454715,212574.5
"06","2023-02-11","0.5-0.99","rate hosp",21.4,212574.5
"06","2023-02-11","0.5-0.99","inc hosp",45.490943,212574.5
"06","2023-02-04","0.5-0.99","rate hosp",5.4,212574.5
"06","2023-02-04","0.5-0.99","inc hosp",11.479023,212574.5
"06","2023-01-28","0.5-0.99","rate hosp",5.4,212574.5
"06","2023-01-28","0.5-0.99","inc hosp",11.479023,212574.5
"06","2023-01-21","0.5-0.99","rate hosp",5.4,212574.5
"06","2023-01-21","0.5-0.99","inc hosp",11.479023,212574.5
"06","2023-01-14","0.5-0.99","rate hosp",10.7,212574.5
"06","2023-01-14","0.5-0.99","inc hosp",22.7454715,212574.5
"06","2023-01-07","0.5-0.99","rate hosp",26.8,212574.5
"06","2023-01-07","0.5-0.99","inc hosp",56.969966,212574.5
"06","2022-12-31","0.5-0.99","rate hosp",21.4,212574.5
"06","2022-12-31","0.5-0.99","inc hosp",45.490943,212574.5
"06","2022-12-24","0.5-0.99","rate hosp",26.8,212574.5
"06","2022-12-24","0.5-0.99","inc hosp",56.969966,212574.5
"06","2022-12-17","0.5-0.99","rate hosp",53.6,212574.5
"06","2022-12-17","0.5-0.99","inc hosp",113.939932,212574.5
"06","2022-12-10","0.5-0.99","rate hosp",21.4,212574.5
"06","2022-12-10","0.5-0.99","inc hosp",45.490943,212574.5
"06","2022-12-03","0.5-0.99","rate hosp",32.2,212574.5
"06","2022-12-03","0.5-0.99","inc hosp",68.448989,212574.5
"06","2022-11-26","0.5-0.99","rate hosp",21.4,212574.5
"06","2022-11-26","0.5-0.99","inc hosp",45.490943,212574.5
"06","2022-11-19","0.5-0.99","rate hosp",48.2,212574.5
"06","2022-11-19","0.5-0.99","inc hosp",102.460909,212574.5
"06","2022-11-12","0.5-0.99","rate hosp",32.2,212574.5
"06","2022-11-12","0.5-0.99","inc hosp",68.448989,212574.5
"06","2022-11-05","0.5-0.99","rate hosp",53.6,212574.5
"06","2022-11-05","0.5-0.99","inc hosp",113.939932,212574.5
"06","2022-10-29","0.5-0.99","rate hosp",16.1,212574.5
"06","2022-10-29","0.5-0.99","inc hosp",34.2244945,212574.5
"06","2022-10-22","0.5-0.99","rate hosp",26.8,212574.5
"06","2022-10-22","0.5-0.99","inc hosp",56.969966,212574.5
"06","2022-10-15","0.5-0.99","rate hosp",16.1,212574.5
"06","2022-10-15","0.5-0.99","inc hosp",34.2244945,212574.5
"06","2022-10-08","0.5-0.99","rate hosp",5.4,212574.5
"06","2022-10-08","0.5-0.99","inc hosp",11.479023,212574.5
"US","2023-09-30","0.5-0.99","rate hosp",9,1841556.5
"US","2023-09-30","0.5-0.99","inc hosp",165.740085,1841556.5
"US","2023-09-23","0.5-0.99","rate hosp",12.5,1841556.5
"US","2023-09-23","0.5-0.99","inc hosp",230.1945625,1841556.5
"US","2023-09-16","0.5-0.99","rate hosp",11.1,1841556.5
"US","2023-09-16","0.5-0.99","inc hosp",204.4127715,1841556.5
"US","2023-09-09","0.5-0.99","rate hosp",5.5,1841556.5
"US","2023-09-09","0.5-0.99","inc hosp",101.2856075,1841556.5
"US","2023-09-02","0.5-0.99","rate hosp",4.8,1841556.5
"US","2023-09-02","0.5-0.99","inc hosp",88.394712,1841556.5
"US","2023-08-26","0.5-0.99","rate hosp",4.2,1841556.5
"US","2023-08-26","0.5-0.99","inc hosp",77.345373,1841556.5
"US","2023-08-19","0.5-0.99","rate hosp",4.8,1841556.5
"US","2023-08-19","0.5-0.99","inc hosp",88.394712,1841556.5
"US","2023-08-12","0.5-0.99","rate hosp",0,1841556.5
"US","2023-08-12","0.5-0.99","inc hosp",0,1841556.5
"US","2023-08-05","0.5-0.99","rate hosp",0.7,1841556.5
"US","2023-08-05","0.5-0.99","inc hosp",12.8908955,1841556.5
"US","2023-07-29","0.5-0.99","rate hosp",2.8,1841556.5
"US","2023-07-29","0.5-0.99","inc hosp",51.563582,1841556.5
"US","2023-07-22","0.5-0.99","rate hosp",0.7,1841556.5
"US","2023-07-22","0.5-0.99","inc hosp",12.8908955,1841556.5
"US","2023-07-15","0.5-0.99","rate hosp",0.7,1841556.5
"US","2023-07-15","0.5-0.99","inc hosp",12.8908955,1841556.5
"US","2023-07-08","0.5-0.99","rate hosp",0,1841556.5
"US","2023-07-08","0.5-0.99","inc hosp",0,1841556.5
"US","2023-07-01","0.5-0.99","rate hosp",1.4,1841556.5
"US","2023-07-01","0.5-0.99","inc hosp",25.781791,1841556.5
"US","2023-06-24","0.5-0.99","rate hosp",0.7,1841556.5
"US","2023-06-24","0.5-0.99","inc hosp",12.8908955,1841556.5
"US","2023-06-17","0.5-0.99","rate hosp",2.1,1841556.5
"US","2023-06-17","0.5-0.99","inc hosp",38.6726865,1841556.5
"US","2023-06-10","0.5-0.99","rate hosp",0.7,1841556.5
"US","2023-06-10","0.5-0.99","inc hosp",12.8908955,1841556.5
"US","2023-06-03","0.5-0.99","rate hosp",2.1,1841556.5
"US","2023-06-03","0.5-0.99","inc hosp",38.6726865,1841556.5
"US","2023-05-27","0.5-0.99","rate hosp",0.7,1841556.5
"US","2023-05-27","0.5-0.99","inc hosp",12.8908955,1841556.5
"US","2023-05-20","0.5-0.99","rate hosp",1.4,1841556.5
"US","2023-05-20","0.5-0.99","inc hosp",25.781791,1841556.5
"US","2023-05-13","0.5-0.99","rate hosp",0.7,1841556.5
"US","2023-05-13","0.5-0.99","inc hosp",12.8908955,1841556.5
"US","2023-05-06","0.5-0.99","rate hosp",2.1,1841556.5
"US","2023-05-06","0.5-0.99","inc hosp",38.6726865,1841556.5
"US","2023-04-29","0.5-0.99","rate hosp",1.4,1841556.5
"US","2023-04-29","0.5-0.99","inc hosp",25.781791,1841556.5
"US","2023-04-22","0.5-0.99","rate hosp",1.4,1841556.5
"US","2023-04-22","0.5-0.99","inc hosp",25.781791,1841556.5
"US","2023-04-15","0.5-0.99","rate hosp",1.4,1841556.5
"US","2023-04-15","0.5-0.99","inc hosp",25.781791,1841556.5
"US","2023-04-08","0.5-0.99","rate hosp",1.4,1841556.5
"US","2023-04-08","0.5-0.99","inc hosp",25.781791,1841556.5
"US","2023-04-01","0.5-0.99","rate hosp",0.7,1841556.5
"US","2023-04-01","0.5-0.99","inc hosp",12.8908955,1841556.5
"US","2023-03-25","0.5-0.99","rate hosp",6.9,1841556.5
"US","2023-03-25","0.5-0.99","inc hosp",127.0673985,1841556.5
"US","2023-03-18","0.5-0.99","rate hosp",4.8,1841556.5
"US","2023-03-18","0.5-0.99","inc hosp",88.394712,1841556.5
"US","2023-03-11","0.5-0.99","rate hosp",3.5,1841556.5
"US","2023-03-11","0.5-0.99","inc hosp",64.4544775,1841556.5
"US","2023-03-04","0.5-0.99","rate hosp",4.2,1841556.5
"US","2023-03-04","0.5-0.99","inc hosp",77.345373,1841556.5
"US","2023-02-25","0.5-0.99","rate hosp",5.5,1841556.5
"US","2023-02-25","0.5-0.99","inc hosp",101.2856075,1841556.5
"US","2023-02-18","0.5-0.99","rate hosp",6.2,1841556.5
"US","2023-02-18","0.5-0.99","inc hosp",114.176503,1841556.5
"US","2023-02-11","0.5-0.99","rate hosp",8.3,1841556.5
"US","2023-02-11","0.5-0.99","inc hosp",152.8491895,1841556.5
"US","2023-02-04","0.5-0.99","rate hosp",4.8,1841556.5
"US","2023-02-04","0.5-0.99","inc hosp",88.394712,1841556.5
"US","2023-01-28","0.5-0.99","rate hosp",11.1,1841556.5
"US","2023-01-28","0.5-0.99","inc hosp",204.4127715,1841556.5
"US","2023-01-21","0.5-0.99","rate hosp",10.4,1841556.5
"US","2023-01-21","0.5-0.99","inc hosp",191.521876,1841556.5
"US","2023-01-14","0.5-0.99","rate hosp",15.2,1841556.5
"US","2023-01-14","0.5-0.99","inc hosp",279.916588,1841556.5
"US","2023-01-07","0.5-0.99","rate hosp",17.3,1841556.5
"US","2023-01-07","0.5-0.99","inc hosp",318.5892745,1841556.5
"US","2022-12-31","0.5-0.99","rate hosp",15.9,1841556.5
"US","2022-12-31","0.5-0.99","inc hosp",292.8074835,1841556.5
"US","2022-12-24","0.5-0.99","rate hosp",26.3,1841556.5
"US","2022-12-24","0.5-0.99","inc hosp",484.3293595,1841556.5
"US","2022-12-17","0.5-0.99","rate hosp",45,1841556.5
"US","2022-12-17","0.5-0.99","inc hosp",828.700425,1841556.5
"US","2022-12-10","0.5-0.99","rate hosp",58.1,1841556.5
"US","2022-12-10","0.5-0.99","inc hosp",1069.9443265,1841556.5
"US","2022-12-03","0.5-0.99","rate hosp",58.1,1841556.5
"US","2022-12-03","0.5-0.99","inc hosp",1069.9443265,1841556.5
"US","2022-11-26","0.5-0.99","rate hosp",76.1,1841556.5
"US","2022-11-26","0.5-0.99","inc hosp",1401.4244965,1841556.5
"US","2022-11-19","0.5-0.99","rate hosp",86.5,1841556.5
"US","2022-11-19","0.5-0.99","inc hosp",1592.9463725,1841556.5
"US","2022-11-12","0.5-0.99","rate hosp",94.8,1841556.5
"US","2022-11-12","0.5-0.99","inc hosp",1745.795562,1841556.5
"US","2022-11-05","0.5-0.99","rate hosp",96.2,1841556.5
"US","2022-11-05","0.5-0.99","inc hosp",1771.577353,1841556.5
"US","2022-10-29","0.5-0.99","rate hosp",99.7,1841556.5
"US","2022-10-29","0.5-0.99","inc hosp",1836.0318305,1841556.5
"US","2022-10-22","0.5-0.99","rate hosp",76.1,1841556.5
"US","2022-10-22","0.5-0.99","inc hosp",1401.4244965,1841556.5
"US","2022-10-15","0.5-0.99","rate hosp",57.4,1841556.5
"US","2022-10-15","0.5-0.99","inc hosp",1057.053431,1841556.5
"US","2022-10-08","0.5-0.99","rate hosp",18.7,1841556.5
"US","2022-10-08","0.5-0.99","inc hosp",344.3710655,1841556.5
"49","2023-09-30","65-130","rate hosp",0,405200
"49","2023-09-30","65-130","inc hosp",0,405200
"49","2023-09-23","65-130","rate hosp",0,405200
"49","2023-09-23","65-130","inc hosp",0,405200
"49","2023-09-16","65-130","rate hosp",0,405200
"49","2023-09-16","65-130","inc hosp",0,405200
"49","2023-09-09","65-130","rate hosp",0,405200
"49","2023-09-09","65-130","inc hosp",0,405200
"49","2023-09-02","65-130","rate hosp",0,405200
"49","2023-09-02","65-130","inc hosp",0,405200
"49","2023-08-26","65-130","rate hosp",0,405200
"49","2023-08-26","65-130","inc hosp",0,405200
"49","2023-08-19","65-130","rate hosp",0,405200
"49","2023-08-19","65-130","inc hosp",0,405200
"49","2023-08-12","65-130","rate hosp",0,405200
"49","2023-08-12","65-130","inc hosp",0,405200
"49","2023-08-05","65-130","rate hosp",0,405200
"49","2023-08-05","65-130","inc hosp",0,405200
"49","2023-07-29","65-130","rate hosp",0,405200
"49","2023-07-29","65-130","inc hosp",0,405200
"49","2023-07-22","65-130","rate hosp",0,405200
"49","2023-07-22","65-130","inc hosp",0,405200
"49","2023-07-15","65-130","rate hosp",0,405200
"49","2023-07-15","65-130","inc hosp",0,405200
"49","2023-07-08","65-130","rate hosp",0,405200
"49","2023-07-08","65-130","inc hosp",0,405200
"49","2023-07-01","65-130","rate hosp",0,405200
"49","2023-07-01","65-130","inc hosp",0,405200
"49","2023-06-24","65-130","rate hosp",0,405200
"49","2023-06-24","65-130","inc hosp",0,405200
"49","2023-06-17","65-130","rate hosp",0,405200
"49","2023-06-17","65-130","inc hosp",0,405200
"49","2023-06-10","65-130","rate hosp",0,405200
"49","2023-06-10","65-130","inc hosp",0,405200
"49","2023-06-03","65-130","rate hosp",0.7,405200
"49","2023-06-03","65-130","inc hosp",2.8364,405200
"49","2023-05-27","65-130","rate hosp",0,405200
"49","2023-05-27","65-130","inc hosp",0,405200
"49","2023-05-20","65-130","rate hosp",0,405200
"49","2023-05-20","65-130","inc hosp",0,405200
"49","2023-05-13","65-130","rate hosp",0,405200
"49","2023-05-13","65-130","inc hosp",0,405200
"49","2023-05-06","65-130","rate hosp",0,405200
"49","2023-05-06","65-130","inc hosp",0,405200
"49","2023-04-29","65-130","rate hosp",0,405200
"49","2023-04-29","65-130","inc hosp",0,405200
"49","2023-04-22","65-130","rate hosp",0,405200
"49","2023-04-22","65-130","inc hosp",0,405200
"49","2023-04-15","65-130","rate hosp",0,405200
"49","2023-04-15","65-130","inc hosp",0,405200
"49","2023-04-08","65-130","rate hosp",0,405200
"49","2023-04-08","65-130","inc hosp",0,405200
"49","2023-04-01","65-130","rate hosp",0.7,405200
"49","2023-04-01","65-130","inc hosp",2.8364,405200
"49","2023-03-25","65-130","rate hosp",0,405200
"49","2023-03-25","65-130","inc hosp",0,405200
"49","2023-03-18","65-130","rate hosp",1.4,405200
"49","2023-03-18","65-130","inc hosp",5.6728,405200
"49","2023-03-11","65-130","rate hosp",0.7,405200
"49","2023-03-11","65-130","inc hosp",2.8364,405200
"49","2023-03-04","65-130","rate hosp",0,405200
"49","2023-03-04","65-130","inc hosp",0,405200
"49","2023-02-25","65-130","rate hosp",0.7,405200
"49","2023-02-25","65-130","inc hosp",2.8364,405200
"49","2023-02-18","65-130","rate hosp",1.4,405200
"49","2023-02-18","65-130","inc hosp",5.6728,405200
"49","2023-02-11","65-130","rate hosp",2.1,405200
"49","2023-02-11","65-130","inc hosp",8.5092,405200
"49","2023-02-04","65-130","rate hosp",0.7,405200
"49","2023-02-04","65-130","inc hosp",2.8364,405200
"49","2023-01-28","65-130","rate hosp",1.4,405200
"49","2023-01-28","65-130","inc hosp",5.6728,405200
"49","2023-01-21","65-130","rate hosp",0.7,405200
"49","2023-01-21","65-130","inc hosp",2.8364,405200
"49","2023-01-14","65-130","rate hosp",2.1,405200
"49","2023-01-14","65-130","inc hosp",8.5092,405200
"49","2023-01-07","65-130","rate hosp",3.5,405200
"49","2023-01-07","65-130","inc hosp",14.182,405200
"49","2022-12-31","65-130","rate hosp",5.6,405200
"49","2022-12-31","65-130","inc hosp",22.6912,405200
"49","2022-12-24","65-130","rate hosp",6.3,405200
"49","2022-12-24","65-130","inc hosp",25.5276,405200
"49","2022-12-17","65-130","rate hosp",5.6,405200
"49","2022-12-17","65-130","inc hosp",22.6912,405200
"49","2022-12-10","65-130","rate hosp",7,405200
"49","2022-12-10","65-130","inc hosp",28.364,405200
"49","2022-12-03","65-130","rate hosp",9.8,405200
"49","2022-12-03","65-130","inc hosp",39.7096,405200
"49","2022-11-26","65-130","rate hosp",5.6,405200
"49","2022-11-26","65-130","inc hosp",22.6912,405200
"49","2022-11-19","65-130","rate hosp",2.1,405200
"49","2022-11-19","65-130","inc hosp",8.5092,405200
"49","2022-11-12","65-130","rate hosp",0.7,405200
"49","2022-11-12","65-130","inc hosp",2.8364,405200
"49","2022-11-05","65-130","rate hosp",0,405200
"49","2022-11-05","65-130","inc hosp",0,405200
"49","2022-10-29","65-130","rate hosp",2.1,405200
"49","2022-10-29","65-130","inc hosp",8.5092,405200
"49","2022-10-22","65-130","rate hosp",0.7,405200
"49","2022-10-22","65-130","inc hosp",2.8364,405200
"49","2022-10-15","65-130","rate hosp",0,405200
"49","2022-10-15","65-130","inc hosp",0,405200
"49","2022-10-08","65-130","rate hosp",0,405200
"49","2022-10-08","65-130","inc hosp",0,405200
"47","2023-09-30","65-130","rate hosp",0.8,1220989
"47","2023-09-30","65-130","inc hosp",9.767912,1220989
"47","2023-09-23","65-130","rate hosp",0.8,1220989
"47","2023-09-23","65-130","inc hosp",9.767912,1220989
"47","2023-09-16","65-130","rate hosp",0.4,1220989
"47","2023-09-16","65-130","inc hosp",4.883956,1220989
"47","2023-09-09","65-130","rate hosp",0.8,1220989
"47","2023-09-09","65-130","inc hosp",9.767912,1220989
"47","2023-09-02","65-130","rate hosp",0,1220989
"47","2023-09-02","65-130","inc hosp",0,1220989
"47","2023-08-26","65-130","rate hosp",0.4,1220989
"47","2023-08-26","65-130","inc hosp",4.883956,1220989
"47","2023-08-19","65-130","rate hosp",0,1220989
"47","2023-08-19","65-130","inc hosp",0,1220989
"47","2023-08-12","65-130","rate hosp",0.4,1220989
"47","2023-08-12","65-130","inc hosp",4.883956,1220989
"47","2023-08-05","65-130","rate hosp",0,1220989
"47","2023-08-05","65-130","inc hosp",0,1220989
"47","2023-07-29","65-130","rate hosp",0,1220989
"47","2023-07-29","65-130","inc hosp",0,1220989
"47","2023-07-22","65-130","rate hosp",0,1220989
"47","2023-07-22","65-130","inc hosp",0,1220989
"47","2023-07-15","65-130","rate hosp",0,1220989
"47","2023-07-15","65-130","inc hosp",0,1220989
"47","2023-07-08","65-130","rate hosp",0,1220989
"47","2023-07-08","65-130","inc hosp",0,1220989
"47","2023-07-01","65-130","rate hosp",0,1220989
"47","2023-07-01","65-130","inc hosp",0,1220989
"47","2023-06-24","65-130","rate hosp",0,1220989
"47","2023-06-24","65-130","inc hosp",0,1220989
"47","2023-06-17","65-130","rate hosp",0.4,1220989
"47","2023-06-17","65-130","inc hosp",4.883956,1220989
"47","2023-06-10","65-130","rate hosp",0,1220989
"47","2023-06-10","65-130","inc hosp",0,1220989
"47","2023-06-03","65-130","rate hosp",0,1220989
"47","2023-06-03","65-130","inc hosp",0,1220989
"47","2023-05-27","65-130","rate hosp",0,1220989
"47","2023-05-27","65-130","inc hosp",0,1220989
"47","2023-05-20","65-130","rate hosp",0,1220989
"47","2023-05-20","65-130","inc hosp",0,1220989
"47","2023-05-13","65-130","rate hosp",0.4,1220989
"47","2023-05-13","65-130","inc hosp",4.883956,1220989
"47","2023-05-06","65-130","rate hosp",0,1220989
"47","2023-05-06","65-130","inc hosp",0,1220989
"47","2023-04-29","65-130","rate hosp",0,1220989
"47","2023-04-29","65-130","inc hosp",0,1220989
"47","2023-04-22","65-130","rate hosp",0,1220989
"47","2023-04-22","65-130","inc hosp",0,1220989
"47","2023-04-15","65-130","rate hosp",0,1220989
